index,reps,words,phoneme
pavlova,1.0,pavlova,P410
branched,5.0,branched,B52H
books,2.0,books,B200
subjects,3.0,subjects,S232
spoken,8.0,spoken,S250
library,1.0,library,L6Y0
nonmusic,1.0,nonmusic,N520
audiobooks,1.0,audiobooks,A200
radio,18.0,radio,R000
bournemouth,2.0,bournemouth,B53H
orchestra,3.0,orchestra,OH23
seattle,17.0,seattle,S340
buffalo,3.0,buffalo,B140
philharmonic,7.0,philharmonic,P4H6
milwaukee,13.0,milwaukee,MW20
orchestrathe,1.0,orchestrathe,OH23
produces,1.0,produces,P320
super,3.0,super,S600
cds,1.0,cds,C200
dvdaudio,1.0,dvdaudio,D300
bluraysin,1.0,bluraysin,B6Y2
listening,1.0,listening,L352
catalogue,5.0,catalogue,C420
increasing,7.0,increasing,I625
nearly,1.0,nearly,N4Y0
daycitation,1.0,daycitation,D235
highdefinition,1.0,highdefinition,HH31
download,1.0,download,D543
streaming,2.0,streaming,S652
classicsonline,1.0,classicsonline,C254
drawn,5.0,drawn,DW50
duplication,1.0,duplication,D423
broadened,2.0,broadened,B353
fringe,4.0,fringe,F520
symphonies,1.0,symphonies,S51H
nikolai,1.0,nikolai,N400
myaskovsky,1.0,myaskovsky,M212
alexander,1.0,alexander,A536
glazunov,1.0,glazunov,G251
johann,1.0,johann,J500
nepomuk,1.0,nepomuk,N520
hummel,1.0,hummel,H540
ferdinand,7.0,ferdinand,F353
ries,1.0,ries,R000
louis,5.0,louis,L000
spohr,1.0,spohr,SH60
littlerecorded,1.0,littlerecorded,L346
classics,1.0,classics,C200
jewishamerican,4.0,jewishamerican,J2H5
wind,3.0,wind,W300
band,26.0,band,B300
recordingsnaxos,1.0,recordingsnaxos,R635
global,7.0,global,G140
logistics,1.0,logistics,L232
poing,1.0,poing,P200
munich,6.0,munich,M2H0
expand,4.0,expand,E530
offered,1.0,offered,O630
labels,8.0,labels,L420
manufacturing,1.0,manufacturing,M123
marketing,8.0,marketing,M235
classic,3.0,classic,C200
fmgramophone,1.0,fmgramophone,F265
awardscephalodiscus,1.0,awardscephalodiscus,A321
levinsoni,1.0,levinsoni,L525
sessile,2.0,sessile,S240
hemichordate,1.0,hemichordate,H2H6
hemichordaterelated,1.0,hemichordaterelated,H2H6
pyzar,6.0,pyzar,P260
folding,2.0,folding,F352
rear,4.0,rear,R000
bench,2.0,bench,B2H0
fourpassenger,1.0,fourpassenger,F125
countries,1.0,countries,C362
folded,2.0,folded,F300
pyzars,1.0,pyzars,P262
compartment,5.0,compartment,C163
neededafter,5.0,neededafter,N313
facelift,2.0,facelift,F413
fascia,1.0,fascia,F200
altered,2.0,altered,A630
headlamps,5.0,headlamps,H451
signals,9.0,signals,S542
decals,2.0,decals,D420
rearranged,1.0,rearranged,R652
inline,5.0,inline,I500
smaller,1.0,smaller,S460
moves,3.0,moves,M200
concurrently,5.0,concurrently,C265
export,12.0,export,E630
markets,10.0,markets,M232
engines,10.0,engines,E520
sales,3.0,sales,S200
daihatsu,2.0,daihatsu,D320
grv,1.0,grv,G100
faceliftrear,1.0,faceliftrear,F413
faceliftdaihatsu,2.0,faceliftdaihatsu,F413
gran,4.0,gran,G500
prefaceliftdaihatsu,2.0,prefaceliftdaihatsu,P124
cl,3.0,cl,C000
aero,1.0,aero,A000
manage,8.0,manage,M200
population,1.0,population,P435
density,4.0,density,D23Y
inhabitants,1.0,inhabitants,I135
per,5.0,per,P000
districts,9.0,districts,D362
bellecourt,1.0,bellecourt,B426
boisdhaine,1.0,boisdhaine,B3H5
faytlezmanage,1.0,faytlezmanage,F342
hestre,1.0,hestre,H360
managethis,1.0,managethis,M23H
hainaut,1.0,hainaut,H300
itmedals,1.0,itmedals,I342
participants,4.0,participants,P321
mixednoc,1.0,mixednoc,M352
italics,1.0,italics,I200
medals,12.0,medals,M420
counted,4.0,counted,C300
individual,9.0,individual,I134
noc,6.0,noc,N000
tallygermany,1.0,tallygermany,T4Y2
archer,8.0,archer,AH60
archery,11.0,archery,AH6Y
female,2.0,female,F400
players,15.0,players,PY62
badminton,1.0,badminton,B535
boats,15.0,boats,B200
mixed,9.0,mixed,M300
bmx,3.0,bmx,B200
racing,4.0,racing,R520
ranking,3.0,ranking,R252
olympic,7.0,olympic,O512
nation,1.0,nation,N500
athletes,2.0,athletes,A432
freestyle,2.0,freestyle,F23Y
cycling,10.0,cycling,C245
cadet,1.0,cadet,C300
gymnasts,2.0,gymnasts,G523
rhythmic,10.0,rhythmic,RY3H
gymnast,1.0,gymnast,G523
roller,1.0,roller,R460
skater,8.0,skater,S360
speed,4.0,speed,S300
skating,4.0,skating,S352
rowing,8.0,rowing,R520
legend,22.0,legend,L530
fafinal,1.0,fafinal,F540
fbfinal,1.0,fbfinal,F154
nonmedal,3.0,nonmedal,N534
fcfinal,1.0,fcfinal,F154
fdfinal,1.0,fdfinal,F154
sabsemifinals,1.0,sabsemifinals,S251
ab,1.0,ab,A000
scdsemifinals,1.0,scdsemifinals,S325
cd,4.0,cd,C000
rrepechagegermany,1.0,rrepechagegermany,R12H
boat,6.0,boat,B000
ika,2.0,ika,I000
twin,8.0,twin,T500
tip,15.0,tip,T000
championships,1.0,championships,C515
nacra,1.0,nacra,N600
sport,4.0,sport,S630
shooters,1.0,shooters,S362
shooter,3.0,shooter,S360
ulbrichanna,1.0,ulbrichanna,U62H
seegergermany,1.0,seegergermany,S626
climber,1.0,climber,C516
climbing,1.0,climbing,C515
buenos,11.0,buenos,B200
aires,11.0,aires,A000
america,14.0,america,A200
qmain,1.0,qmain,Q500
bracket,4.0,bracket,B230
qbconsolation,1.0,qbconsolation,Q252
nonmedalgermany,1.0,nonmedalgermany,N534
students,26.0,students,S353
editions,1.0,editions,E520
katholiek,1.0,katholiek,KH42
vlaams,1.0,vlaams,V520
hoogstudentenverbond,1.0,hoogstudentenverbond,H235
kvhv,3.0,kvhv,KH10
composed,1.0,composed,C123
corpsboek,1.0,corpsboek,C121
fraternities,1.0,fraternities,F365
clubcodex,2.0,clubcodex,C123
pages,1.0,pages,P200
hundred,5.0,hundred,H363
leuven,1.0,leuven,L500
provinces,3.0,provinces,P152
flemish,4.0,flemish,F52H
brabant,1.0,brabant,B153
limburg,3.0,limburg,L162
antwerp,1.0,antwerp,AW61
ghent,1.0,ghent,G530
flanders,4.0,flanders,F536
edition,2.0,edition,E500
corpsboekin,1.0,corpsboekin,C121
brussels,4.0,brussels,B242
vrije,1.0,vrije,V200
universiteit,1.0,universiteit,U623
brussel,1.0,brussel,B240
erasmus,1.0,erasmus,E520
codex,6.0,codex,C200
pluralistic,1.0,pluralistic,P642
institutions,6.0,institutions,I352
educationthe,2.0,educationthe,E353
perth,7.0,perth,P3H0
glory,7.0,glory,G6Y0
competed,1.0,competed,C130
aleague,1.0,aleague,A000
timenote,1.0,timenote,T530
indicate,1.0,indicate,I230
eligibility,2.0,eligibility,E143
rules,5.0,rules,R200
nonfifa,8.0,nonfifa,N100
norwaythis,1.0,norwaythis,NWY3
norway,12.0,norway,NWY0
itit,1.0,itit,I000
albany,2.0,albany,A5Y0
county,10.0,county,C3Y0
ityuenying,1.0,ityuenying,I5Y5
chan,14.0,chan,C500
pinyin,2.0,pinyin,PY50
cantonese,5.0,cantonese,C352
yale,6.0,yale,Y000
ying,6.0,ying,Y200
kongbased,2.0,kongbased,K212
journalist,1.0,journalist,J542
journalism,3.0,journalism,J542
investigative,4.0,investigative,I232
subsequent,1.0,subsequent,S253
defence,2.0,defence,D520
libel,5.0,libel,L400
suit,5.0,suit,S000
media,1.0,media,M000
freedoma,1.0,freedoma,F350
bachelors,1.0,bachelors,BH46
sciences,37.0,sciences,S520
masters,1.0,masters,M362
pursue,3.0,pursue,P200
graduate,1.0,graduate,G300
studies,14.0,studies,S320
centre,23.0,centre,C360
offering,6.0,offering,O652
undergraduate,1.0,undergraduate,U626
cheung,1.0,cheung,C520
shantou,2.0,shantou,S530
guangdong,3.0,guangdong,G235
policy,1.0,policy,P2Y0
think,2.0,think,T520
tank,4.0,tank,T200
civic,2.0,civic,C200
collaborated,1.0,collaborated,C416
shieh,2.0,shieh,SH00
chungliang,1.0,chungliang,C524
taiwan,1.0,taiwan,T500
bureau,1.0,bureau,B000
chief,1.0,chief,C100
yazhou,1.0,yazhou,YH00
zhoukan,1.0,zhoukan,Z250
contributions,4.0,contributions,C361
bill,1.0,bill,B400
clintons,2.0,clintons,C535
reelection,9.0,reelection,R235
campaign,33.0,campaign,C125
pair,7.0,pair,P000
wrote,2.0,wrote,W300
reporting,1.0,reporting,R635
liu,6.0,liu,L000
taiying,1.0,taiying,T520
manager,8.0,manager,M260
taiwans,2.0,taiwans,T520
kuomintang,2.0,kuomintang,K535
mark,1.0,mark,M200
middleton,1.0,middleton,M343
exclinton,1.0,exclinton,E453
denial,1.0,denial,D400
went,1.0,went,W300
file,2.0,file,F000
chen,1.0,chen,C500
chaoping,1.0,chaoping,C152
consultant,2.0,consultant,C243
filed,7.0,filed,F300
test,9.0,test,T300
asia,1.0,asia,A000
journalists,1.0,journalists,J542
amicus,3.0,amicus,A200
brief,4.0,brief,B100
behalf,2.0,behalf,B410
endorse,3.0,endorse,E620
condemn,1.0,condemn,C350
ruled,6.0,ruled,R300
pairs,2.0,pairs,P200
favour,1.0,favour,F600
ruling,5.0,ruling,R520
hailed,2.0,hailed,H300
watchdog,3.0,watchdog,W2H3
judge,4.0,judge,J200
lee,14.0,lee,L000
weishens,1.0,weishens,WH52
acknowledged,1.0,acknowledged,A5W4
constitutional,4.0,constitutional,C235
free,1.0,free,F000
judicial,11.0,judicial,J240
strongly,5.0,strongly,S652
criticised,1.0,criticised,C323
google,5.0,google,G400
censoring,1.0,censoring,C265
calling,4.0,calling,C452
missed,5.0,missed,M230
opportunity,1.0,opportunity,O635
nurture,2.0,nurture,N360
nieman,1.0,nieman,N500
fellowship,3.0,fellowship,F4W2
harvard,1.0,harvard,H163
george,1.0,george,G200
polk,5.0,polk,P200
award,1.0,award,A300
excellence,2.0,excellence,E452
recognition,4.0,recognition,R253
courageous,1.0,courageous,C200
citation,2.0,citation,C350
shiehs,1.0,shiehs,SH20
courage,2.0,courage,C200
region,4.0,region,R500
selfcensorship,1.0,selfcensorship,S125
intervention,4.0,intervention,I615
functioning,7.0,functioning,F235
lifetime,22.0,lifetime,L350
achievement,4.0,achievement,A153
citing,6.0,citing,C520
roles,5.0,roles,R200
hku,1.0,hku,H000
programs,6.0,programs,P265
universities,2.0,universities,U623
generation,9.0,generation,G635
questioning,1.0,questioning,Q352
curious,1.0,curious,C200
fair,3.0,fair,F000
doorstep,2.0,doorstep,D231
mainland,4.0,mainland,M453
peabody,3.0,peabody,P3Y0
board,19.0,board,B300
jurors,1.0,jurors,J620
gnagna,1.0,gnagna,G250
itphytolacca,1.0,itphytolacca,IHY3
icosandra,2.0,icosandra,I536
button,4.0,button,B350
tropical,1.0,tropical,T124
flowering,14.0,flowering,FW65
plant,2.0,plant,P530
neotropics,1.0,neotropics,N612
warmer,1.0,warmer,W560
usait,1.0,usait,U000
reaches,4.0,reaches,RH20
flowers,1.0,flowers,FW62
racemes,1.0,racemes,R520
flower,1.0,flower,FW60
diameter,1.0,diameter,D360
stamens,2.0,stamens,S520
fruit,1.0,fruit,F300
diameterthis,1.0,diameterthis,D363
caryophyllales,1.0,caryophyllales,CY1H
meshgin,1.0,meshgin,MH25
shahr,2.0,shahr,SH60
algerian,6.0,algerian,A650
queens,5.0,queens,Q200
vocalist,3.0,vocalist,V423
break,1.0,break,B200
switched,2.0,switched,S32H
ash,1.0,ash,A000
strike,30.0,strike,S620
knock,2.0,knock,K200
doors,1.0,doors,D200
mad,2.0,mad,M000
tparty,1.0,tparty,T63Y
drop,2.0,drop,D100
bands,9.0,bands,B320
ep,1.0,ep,E000
quest,4.0,quest,Q300
monster,23.0,monster,M236
ms,1.0,ms,M000
prix,1.0,prix,P200
announced,2.0,announced,A523
premiered,6.0,premiered,P563
revolves,3.0,revolves,R412
ren,7.0,ren,R000
aoi,9.0,aoi,A000
akira,3.0,akira,A000
minami,3.0,minami,M500
transfer,4.0,transfer,T521
mana,2.0,mana,M000
dealing,1.0,dealing,D520
problems,5.0,problems,P145
monsters,1.0,monsters,M236
manifesting,1.0,manifesting,M123
animation,2.0,animation,A350
fading,1.0,fading,F520
cosmos,1.0,cosmos,C520
premiering,1.0,premiering,P565
anime,14.0,anime,A000
spinoff,1.0,spinoff,S510
rhapsody,4.0,rhapsody,R123
lucy,1.0,lucy,LY00
ova,1.0,ova,O000
msonic,2.0,msonic,M520
dartagnyans,1.0,dartagnyans,D325
rise,1.0,rise,R000
fame,1.0,fame,F000
miniseries,2.0,miniseries,M262
continuity,7.0,continuity,C353
homura,1.0,homura,H600
hometown,1.0,hometown,H3W5
sister,10.0,sister,S360
apparently,2.0,apparently,A653
cannot,1.0,cannot,C530
remember,1.0,remember,R516
cellphone,1.0,cellphone,C41H
repaired,1.0,repaired,R630
repairman,1.0,repairman,R650
installed,3.0,installed,I343
attacked,7.0,attacked,A230
summoning,1.0,summoning,S520
manages,3.0,manages,M200
summon,1.0,summon,S500
diminutive,2.0,diminutive,D531
dragon,8.0,dragon,D250
oragon,1.0,oragon,O500
classmate,3.0,classmate,C253
mizusawa,1.0,mizusawa,M2W0
alter,1.0,alter,A600
ego,6.0,ego,E000
awoken,1.0,awoken,A500
memories,7.0,memories,M620
defeats,11.0,defeats,D320
freeing,4.0,freeing,F520
evil,2.0,evil,E000
entity,12.0,entity,E3Y0
brings,2.0,brings,B520
towns,7.0,towns,T520
stadium,13.0,stadium,S350
leagues,3.0,leagues,L200
advanced,9.0,advanced,A523
holograms,1.0,holograms,H265
aois,1.0,aois,A000
desire,3.0,desire,D600
reunite,1.0,reunite,R300
friends,1.0,friends,F532
kagetsuki,1.0,kagetsuki,K320
wakaba,1.0,wakaba,W100
nothing,1.0,nothing,NH52
haruma,1.0,haruma,H500
airheaded,1.0,airheaded,A300
possessed,8.0,possessed,P230
presence,1.0,presence,P252
forced,1.0,forced,F230
aoithere,1.0,aoithere,A600
seriesan,1.0,seriesan,S250
sora,2.0,sora,S000
kanata,2.0,kanata,K300
orange,8.0,orange,O200
animated,3.0,animated,A300
lucifer,1.0,lucifer,L160
yoake,1.0,yoake,Y000
slated,8.0,slated,S300
youtube,19.0,youtube,Y100
watched,4.0,watched,W2H3
grossed,4.0,grossed,G230
box,16.0,box,B000
yen,1.0,yen,Y000
specialize,1.0,specialize,S242
cost,6.0,cost,C300
fenns,2.0,fenns,F520
dr,16.0,dr,D000
thomas,14.0,thomas,T520
academician,4.0,academician,A525
ohio,1.0,ohio,O000
educator,4.0,educator,E360
fenn,6.0,fenn,F500
roster,3.0,roster,R360
gentlemans,1.0,gentlemans,G345
clevelanders,1.0,clevelanders,C145
crash,4.0,crash,C2H0
longer,1.0,longer,L260
solvent,2.0,solvent,S153
lay,5.0,lay,L000
need,1.0,need,N000
skyscraper,1.0,skyscraper,SY26
campus,9.0,campus,C120
pittsburgh,2.0,pittsburgh,P321
jefferson,12.0,jefferson,J162
philadelphia,1.0,philadelphia,P434
coveted,1.0,coveted,C300
euclid,2.0,euclid,E300
accredited,3.0,accredited,A630
colleges,1.0,colleges,C420
noteworthy,2.0,noteworthy,NW63
loss,7.0,loss,L200
pressures,3.0,pressures,P262
cleveland,2.0,cleveland,C145
universitygreatest,1.0,universitygreatest,U623
dishes,6.0,dishes,DH20
fivepart,1.0,fivepart,F163
cooking,20.0,cooking,C520
programme,20.0,programme,P265
naomi,2.0,naomi,N000
cleaver,1.0,cleaver,C160
week,11.0,week,W000
britains,1.0,britains,B352
chefs,1.0,chefs,C120
prepare,6.0,prepare,P160
consider,1.0,consider,C236
restaurant,3.0,restaurant,R365
critics,1.0,critics,C320
dish,1.0,dish,DH00
decide,8.0,decide,D300
menu,3.0,menu,M000
worldit,1.0,worldit,W430
originally,1.0,originally,O54Y
food,27.0,food,F000
drink,2.0,drink,D520
itkharna,1.0,itkharna,IH65
ahmedabad,2.0,ahmedabad,A313
gujarat,13.0,gujarat,G630
ita,9.0,ita,I000
cobourg,1.0,cobourg,C620
greene,2.0,greene,G500
teaches,5.0,teaches,TH20
torontohe,1.0,torontohe,T53H
edith,3.0,edith,EH00
sitwell,2.0,sitwell,SW40
avant,3.0,avant,A300
garde,1.0,garde,G300
virago,1.0,virago,V200
itbrasilidia,1.0,itbrasilidia,I624
auleta,1.0,auleta,A000
proturan,1.0,proturan,P365
acerentomidae,1.0,acerentomidae,A535
proturarelated,1.0,proturarelated,P364
itweather,1.0,itweather,I3H6
warfare,1.0,warfare,W160
modification,13.0,modification,M123
cloud,1.0,cloud,C300
seeding,2.0,seeding,S520
purposesprior,1.0,purposesprior,P121
environmental,3.0,environmental,E653
convention,10.0,convention,C153
geneva,7.0,geneva,G100
vietnam,2.0,vietnam,V500
popeye,1.0,popeye,PY00
ho,1.0,ho,H000
chi,26.0,chi,C000
minh,2.0,minh,MH00
trail,2.0,trail,T400
rainfall,1.0,rainfall,R140
estimated,1.0,estimated,E530
thirty,2.0,thirty,T63Y
percent,10.0,percent,P253
hoped,3.0,hoped,H300
increased,7.0,increased,I623
reduce,8.0,reduce,R200
rate,10.0,rate,R000
infiltration,1.0,infiltration,I436
research,33.0,research,R62H
speculates,1.0,speculates,S243
future,12.0,future,F600
nanotechnology,9.0,nanotechnology,N32H
artificial,2.0,artificial,A124
clouds,4.0,clouds,C320
microscopic,3.0,microscopic,M621
particles,22.0,particles,P324
communicating,1.0,communicating,C523
intelligent,5.0,intelligent,I425
fog,4.0,fog,F000
purposes,2.0,purposes,P120
importance,1.0,importance,I635
potential,9.0,potential,P534
applications,8.0,applications,A423
rises,4.0,rises,R200
rapidlythe,1.0,rapidlythe,R34Y
prohibition,1.0,prohibition,PH13
hostile,1.0,hostile,H340
prohibits,1.0,prohibits,PH13
longlasting,3.0,longlasting,L242
severe,1.0,severe,S600
destruction,1.0,destruction,D362
damage,6.0,damage,D200
injury,2.0,injury,I6Y0
enmod,1.0,enmod,E300
permits,3.0,permits,P532
nonpermanent,2.0,nonpermanent,N165
consultative,1.0,consultative,C243
viii,1.0,viii,V000
understanding,4.0,understanding,U623
suggests,5.0,suggests,S232
signatories,3.0,signatories,S536
expected,8.0,expected,E230
abstain,1.0,abstain,A350
harm,6.0,harm,H500
result,1.0,result,R430
reasonably,2.0,reasonably,R514
treaty,4.0,treaty,T3Y0
directly,1.0,directly,D234
siege,1.0,siege,S000
khe,1.0,khe,K000
sanh,1.0,sanh,SH00
discussed,4.0,discussed,D230
limitations,6.0,limitations,L352
application,3.0,application,A423
signatory,1.0,signatory,S536
role,1.0,role,R000
twentyfirst,1.0,twentyfirst,T53Y
permission,6.0,permission,P525
twentiethcentury,2.0,twentiethcentury,T53H
itwallsten,1.0,itwallsten,I423
chapel,11.0,chapel,C140
carolina,66.0,carolina,C450
graduated,8.0,graduated,G300
miami,2.0,miami,M000
herald,2.0,herald,H430
petersburg,2.0,petersburg,P621
charlotte,14.0,charlotte,C643
observer,1.0,observer,O616
congressional,1.0,congressional,C262
quarterlyhe,1.0,quarterlyhe,Q364
correspondent,1.0,correspondent,C621
angeles,3.0,angeles,A420
authored,1.0,authored,A630
hamburger,1.0,hamburger,H162
dominance,1.0,dominance,D520
centurywallsten,1.0,centurywallsten,C36Y
politics,3.0,politics,P320
partially,7.0,partially,P34Y
stargardt,1.0,stargardt,S626
disease,5.0,disease,D200
genetically,1.0,genetically,G324
inherited,20.0,inherited,I630
macular,1.0,macular,M460
degeneration,1.0,degeneration,D563
bush,5.0,bush,BH00
conference,4.0,conference,C165
unaware,3.0,unaware,U600
medical,12.0,medical,M240
condition,4.0,condition,C350
wallstens,1.0,wallstens,W423
wear,8.0,wear,W000
sunglasses,4.0,sunglasses,S242
sun,8.0,sun,S000
wasnt,3.0,wasnt,W530
apologized,1.0,apologized,A230
oldest,3.0,oldest,O230
families,3.0,families,F420
auxonne,1.0,auxonne,A500
border,1.0,border,B360
burgundy,3.0,burgundy,B253
margeret,12.0,margeret,M263
ca,1.0,ca,C000
turbulent,2.0,turbulent,T145
religion,5.0,religion,R250
protestant,17.0,protestant,P323
soldier,4.0,soldier,S360
fought,5.0,fought,FH30
henri,13.0,henri,H600
iv,4.0,iv,I000
catholic,4.0,catholic,CH42
conversion,20.0,conversion,C162
catholicism,2.0,catholicism,CH42
leaving,6.0,leaving,L520
crusade,4.0,crusade,C230
turks,3.0,turks,T200
prince,65.0,prince,P520
transylvania,4.0,transylvania,T52Y
holy,1.0,holy,HY00
hungary,17.0,hungary,H26Y
commanded,3.0,commanded,C530
foot,3.0,foot,F000
muscovite,1.0,muscovite,M213
ambassador,4.0,ambassador,A236
invited,9.0,invited,I300
moscow,2.0,moscow,M2W0
mercenaries,5.0,mercenaries,M256
cavalry,3.0,cavalry,C46Y
boris,2.0,boris,B200
godunov,1.0,godunov,G510
pay,11.0,pay,P000
rubles,1.0,rubles,R420
acres,2.0,acres,A200
land,2.0,land,L300
rose,3.0,rose,R000
rank,9.0,rank,R200
troops,8.0,troops,T120
repel,1.0,repel,R400
pretender,1.0,pretender,P353
dmitrii,3.0,dmitrii,D360
invasion,6.0,invasion,I250
muscovy,2.0,muscovy,M21Y
actions,2.0,actions,A520
battle,1.0,battle,B340
dobrynichi,1.0,dobrynichi,D6Y5
defeat,6.0,defeat,D300
submitted,1.0,submitted,S530
rule,4.0,rule,R000
jan,1.0,jan,J000
dmitirii,1.0,dmitirii,D360
assassinated,4.0,assassinated,A253
vasilii,1.0,vasilii,V400
shuskii,1.0,shuskii,S200
dismissed,2.0,dismissed,D523
leave,6.0,leave,L000
departing,10.0,departing,D635
archangel,1.0,archangel,AH52
telling,6.0,telling,T452
adventures,2.0,adventures,A536
noble,1.0,noble,N400
write,5.0,write,W300
experiences,4.0,experiences,E652
spent,13.0,spent,S530
thankful,3.0,thankful,T521
estat,1.0,estat,E300
russie,1.0,russie,R200
et,7.0,et,E000
grande,5.0,grande,G530
duche,1.0,duche,DH00
moscovie,1.0,moscovie,M210
sponsored,1.0,sponsored,S526
printed,1.0,printed,P530
reprinted,1.0,reprinted,R653
improved,1.0,improved,I613
chevreul,1.0,chevreul,C164
prosper,1.0,prosper,P216
un,5.0,un,U000
mousquetaire,1.0,mousquetaire,M236
moscou,1.0,moscou,M200
russe,1.0,russe,R200
introduction,1.0,introduction,I632
bibliography,1.0,bibliography,B426
alexandre,5.0,alexandre,A536
bennigsenin,1.0,bennigsenin,B525
claiming,5.0,claiming,C520
tsar,1.0,tsar,T600
revived,1.0,revived,R130
miraculously,2.0,miraculously,M242
klushino,1.0,klushino,K2H5
sigismund,1.0,sigismund,S253
council,48.0,council,C240
stay,8.0,stay,SY00
merrick,1.0,merrick,M620
hamburg,5.0,hamburg,H162
settled,5.0,settled,S343
palatinate,1.0,palatinate,P353
trace,5.0,trace,T200
composerslyrita,1.0,composerslyrita,C126
lps,4.0,lps,L200
lyrita,7.0,lyrita,L630
sale,1.0,sale,S000
mail,5.0,mail,M000
richard,8.0,richard,RH63
itter,6.0,itter,I600
burnham,4.0,burnham,B5H5
buckinghamshire,4.0,buckinghamshire,B252
businessman,2.0,businessman,B525
collector,1.0,collector,C423
heard,1.0,heard,H300
poor,12.0,poor,P000
determined,3.0,determined,D653
oneslyrita,1.0,oneslyrita,O4Y6
concentrated,2.0,concentrated,C253
kingdom,23.0,kingdom,K235
arnold,2.0,arnold,A430
bax,2.0,bax,B000
gordon,2.0,gordon,G350
jacob,4.0,jacob,J100
ej,1.0,ej,E000
moeran,1.0,moeran,M500
michael,19.0,michael,MH40
tippett,2.0,tippett,T130
earliest,2.0,earliest,E230
itters,1.0,itters,I620
home,1.0,home,H000
editing,2.0,editing,E520
managed,2.0,managed,M230
copies,1.0,copies,C200
catalog,11.0,catalog,C420
elegy,2.0,elegy,EY00
cello,1.0,cello,C400
discin,1.0,discin,D250
bulk,4.0,bulk,B200
lyritas,3.0,lyritas,L632
orchestral,7.0,orchestral,OH23
